id_producto,nombre_producto,categoria_producto,precio_producto,id_usuario,nombre_usuario,edad_usuario,genero_usuario,ubicacion_usuario,historial_compras,fecha_venta,cantidad_vendida,opiniones_usuarios,visitas_producto,carrito_abandonado,descuentos_aplicados,metodo_pago,frecuencia_compras,dispositivo_uso
1638,Producto B,Hogar,407.16,172,Carlos,37,H,Ciudad B,"Producto B,Producto B,Producto D,Producto B",23/03/23,2,5,14,1,20,Transferencia,Semanal,Móvil
1219,Producto B,Ropa,242.57,182,Juan,54,M,Ciudad B,"Producto D,Producto C",23/07/23,7,1,1,0,15,PayPal,Trimestral,Desktop
1934,Producto B,Ropa,390.39,182,Maria,25,M,Ciudad B,Producto C,19/02/23,1,5,7,1,0,Tarjeta,Mensual,Desktop
1544,Producto D,Hogar,256.43,197,Juan,20,H,Ciudad A,"Producto A,Producto A",9/11/23,2,5,11,0,15,Transferencia,Semanal,Tablet
1010,Producto C,Hogar,255.41,195,Luis,64,H,Ciudad B,"Producto D,Producto A",12/01/23,2,1,7,1,5,Efectivo,Trimestral,Desktop
1776,Producto A,Hogar,46.78,159,Luis,50,H,Ciudad B,Producto C,10/11/23,4,1,16,1,20,Transferencia,Mensual,Móvil
1588,Producto C,Hogar,301.09,194,Carlos,41,M,Ciudad C,"Producto D,Producto C,Producto A,Producto D",29/09/23,5,3,7,0,15,Tarjeta,Semanal,Móvil
1635,Producto B,Electronica,235.16,146,Carlos,66,M,Ciudad C,Producto A,23/06/23,7,4,12,0,5,Transferencia,Mensual,Desktop
1073,Producto B,Electronica,334.43,185,Luis,46,M,Ciudad C,"Producto A,Producto C,Producto A",29/01/23,6,1,19,0,10,Tarjeta,Semanal,Desktop
1634,Producto C,Juguetes,77.51,164,Carlos,55,H,Ciudad B,Producto D,22/12/23,3,3,5,0,0,Efectivo,Trimestral,Desktop
1811,Producto A,Electronica,160.89,162,Juan,50,M,Ciudad A,"Producto A,Producto C,Producto D",5/12/23,3,3,5,0,15,PayPal,Trimestral,Tablet
1875,Producto C,Electronica,81.66,101,Maria,26,H,Ciudad C,"Producto C,Producto D,Producto B",24/05/23,3,1,12,0,20,Efectivo,Semanal,Tablet
1844,Producto B,Juguetes,402.67,198,Carlos,45,M,Ciudad C,"Producto C,Producto B,Producto B,Producto C",28/04/23,9,5,15,1,10,Efectivo,Mensual,Móvil
1777,Producto A,Hogar,460.92,196,Juan,57,H,Ciudad C,"Producto A,Producto A,Producto B",16/10/23,6,1,14,0,20,Tarjeta,Semanal,Desktop
1329,Producto D,Ropa,108.37,161,Ana,62,M,Ciudad C,Producto A,21/08/23,1,2,16,0,0,Transferencia,Trimestral,Tablet
1559,Producto D,Juguetes,224.75,101,Carlos,60,H,Ciudad C,Producto D,8/10/23,1,3,10,0,5,Tarjeta,Trimestral,Tablet
1985,Producto B,Electronica,426.26,126,Ana,19,M,Ciudad A,"Producto B,Producto B,Producto C,Producto C",18/11/23,8,2,12,0,20,PayPal,Trimestral,Desktop
1907,Producto A,Juguetes,366.42,163,Sofia,40,H,Ciudad C,"Producto B,Producto A",31/05/23,6,5,6,0,20,Efectivo,Mensual,Desktop
1350,Producto C,Hogar,398.52,105,Juan,54,M,Ciudad B,Producto A,8/05/23,8,1,8,0,15,Efectivo,Semanal,Tablet
1417,Producto A,Ropa,58.47,117,Luis,50,M,Ciudad C,Producto B,17/05/23,7,2,14,0,10,Transferencia,Trimestral,Móvil
1684,Producto B,Electronica,33.11,103,Ana,60,H,Ciudad A,"Producto D,Producto D",25/02/23,7,1,2,0,0,Efectivo,Mensual,Desktop
1115,Producto A,Ropa,401.23,134,Carlos,26,H,Ciudad B,"Producto A,Producto B",25/05/23,9,4,14,1,0,Efectivo,Trimestral,Desktop
1426,Producto A,Electronica,461.57,190,Luis,59,M,Ciudad C,Producto B,11/08/23,9,5,8,0,20,PayPal,Trimestral,Tablet
1212,Producto C,Ropa,447.96,158,Maria,29,M,Ciudad A,"Producto C,Producto B,Producto A",24/01/23,5,2,6,0,0,Tarjeta,Mensual,Tablet
1599,Producto C,Hogar,359.95,130,Sofia,48,H,Ciudad A,"Producto C,Producto B,Producto C",17/01/23,2,5,11,0,5,Efectivo,Mensual,Desktop
1076,Producto C,Juguetes,469.87,123,Ana,27,M,Ciudad C,"Producto B,Producto B,Producto D",11/10/23,2,5,7,1,20,Tarjeta,Trimestral,Móvil
1178,Producto D,Juguetes,262.34,113,Sofia,40,H,Ciudad C,"Producto A,Producto A",9/03/23,8,1,6,0,5,Tarjeta,Trimestral,Tablet
1998,Producto B,Juguetes,339.67,101,Ana,69,H,Ciudad A,"Producto D,Producto B,Producto D,Producto A",15/01/23,7,2,4,0,15,PayPal,Trimestral,Móvil
1311,Producto D,Hogar,149.54,150,Maria,21,M,Ciudad A,Producto D,27/04/23,3,2,3,0,20,Transferencia,Semanal,Tablet
1330,Producto B,Hogar,23.23,146,Luis,62,H,Ciudad C,Producto A,31/05/23,9,4,10,0,20,PayPal,Trimestral,Desktop
1567,Producto C,Juguetes,23.74,192,Sofia,42,H,Ciudad C,Producto C,29/03/23,1,4,16,0,5,Tarjeta,Mensual,Tablet
1648,Producto D,Juguetes,180.3,177,Sofia,44,H,Ciudad C,Producto D,11/10/23,4,2,2,0,15,Transferencia,Mensual,Tablet
1632,Producto D,Electronica,428.64,121,Ana,20,H,Ciudad A,"Producto C,Producto A,Producto C",19/11/23,3,5,12,0,5,Transferencia,Semanal,Móvil
1503,Producto A,Ropa,470.03,143,Sofia,41,M,Ciudad B,"Producto A,Producto D,Producto B",13/02/23,2,5,8,0,0,Tarjeta,Mensual,Móvil
1949,Producto D,Hogar,14.0,162,Ana,65,H,Ciudad B,"Producto D,Producto A",2/02/23,4,2,7,0,0,PayPal,Mensual,Tablet
1638,Producto A,Electronica,262.69,128,Carlos,40,H,Ciudad C,"Producto C,Producto B,Producto D",18/04/23,2,3,3,1,10,PayPal,Mensual,Desktop
1502,Producto A,Ropa,455.22,183,Sofia,36,M,Ciudad B,"Producto B,Producto C,Producto C,Producto B",29/11/23,2,2,8,1,20,Efectivo,Trimestral,Móvil
1089,Producto C,Electronica,341.4,131,Sofia,42,M,Ciudad B,Producto B,2/08/23,2,3,10,0,10,Efectivo,Trimestral,Tablet
1849,Producto A,Juguetes,430.25,149,Juan,24,M,Ciudad A,Producto C,5/11/23,4,1,16,1,0,Tarjeta,Trimestral,Móvil
1309,Producto B,Electronica,302.45,144,Luis,69,M,Ciudad B,"Producto A,Producto D,Producto D,Producto D",6/10/23,1,2,4,0,5,Transferencia,Semanal,Móvil
1400,Producto D,Ropa,487.57,141,Carlos,62,H,Ciudad A,"Producto D,Producto C,Producto D,Producto C",20/02/23,7,2,2,0,0,PayPal,Mensual,Desktop
1221,Producto B,Juguetes,381.12,126,Luis,53,H,Ciudad C,Producto B,15/03/23,9,5,7,1,20,Transferencia,Mensual,Móvil
1423,Producto D,Electronica,188.41,146,Sofia,37,M,Ciudad B,Producto C,15/12/23,6,2,9,0,15,PayPal,Mensual,Desktop
1869,Producto A,Hogar,298.0,136,Juan,19,H,Ciudad A,"Producto A,Producto A,Producto B",19/10/23,8,3,4,0,5,Tarjeta,Semanal,Tablet
1567,Producto D,Ropa,367.47,148,Luis,45,M,Ciudad A,Producto C,12/01/23,7,1,11,0,5,Transferencia,Mensual,Móvil
1280,Producto C,Ropa,167.47,106,Maria,42,M,Ciudad A,"Producto C,Producto B",22/04/23,8,2,7,0,15,PayPal,Trimestral,Desktop
1228,Producto D,Ropa,34.79,133,Maria,63,M,Ciudad C,Producto D,27/03/23,2,3,8,0,0,PayPal,Mensual,Tablet
1780,Producto C,Electronica,158.02,109,Juan,30,H,Ciudad B,"Producto B,Producto B,Producto C,Producto C",11/07/23,8,1,8,0,10,Transferencia,Semanal,Tablet
1519,Producto D,Ropa,215.08,137,Juan,45,M,Ciudad B,"Producto B,Producto D,Producto B",28/05/23,3,2,8,0,20,Tarjeta,Semanal,Móvil
1460,Producto D,Ropa,15.77,142,Sofia,69,M,Ciudad C,Producto B,14/02/23,5,2,9,0,0,Transferencia,Mensual,Móvil
1049,Producto D,Hogar,174.91,158,Luis,32,H,Ciudad C,Producto A,30/05/23,6,4,11,0,5,Tarjeta,Mensual,Móvil
1977,Producto A,Hogar,239.24,130,Luis,45,H,Ciudad B,"Producto C,Producto B,Producto B,Producto A",20/10/23,2,3,12,0,0,PayPal,Mensual,Móvil
1949,Producto B,Ropa,228.62,106,Maria,40,H,Ciudad A,"Producto C,Producto B,Producto A",2/01/23,3,4,12,1,10,Efectivo,Semanal,Móvil
1824,Producto B,Hogar,38.08,132,Ana,64,H,Ciudad C,Producto B,27/08/23,1,2,3,0,20,Tarjeta,Mensual,Móvil
1724,Producto D,Hogar,419.91,163,Juan,33,M,Ciudad B,Producto B,22/04/23,6,5,15,0,5,Efectivo,Semanal,Desktop
1414,Producto D,Ropa,375.14,131,Juan,43,M,Ciudad B,"Producto B,Producto C",20/01/23,7,3,1,1,10,Tarjeta,Semanal,Tablet
1276,Producto D,Ropa,383.53,133,Ana,37,H,Ciudad C,"Producto D,Producto B,Producto C",6/08/23,1,3,6,0,0,Transferencia,Semanal,Tablet
1574,Producto A,Ropa,92.89,180,Ana,68,H,Ciudad A,Producto C,11/07/23,2,3,7,0,15,PayPal,Trimestral,Móvil
1557,Producto B,Ropa,35.18,133,Ana,39,H,Ciudad B,"Producto B,Producto C",15/09/23,6,3,13,0,10,Efectivo,Mensual,Móvil
1409,Producto A,Hogar,476.36,125,Maria,63,M,Ciudad B,"Producto D,Producto D",13/04/23,9,5,15,1,10,Transferencia,Mensual,Desktop
1807,Producto A,Ropa,191.77,194,Ana,30,M,Ciudad C,"Producto B,Producto C,Producto D",19/03/23,3,4,19,0,0,PayPal,Semanal,Tablet
1113,Producto D,Hogar,10.85,197,Luis,64,M,Ciudad C,"Producto C,Producto D,Producto B,Producto A",11/04/23,2,3,8,1,20,Transferencia,Mensual,Desktop
1978,Producto D,Electronica,417.51,182,Ana,51,H,Ciudad C,"Producto A,Producto D,Producto C",21/12/23,6,2,12,0,20,PayPal,Mensual,Desktop
1672,Producto D,Ropa,481.21,183,Maria,56,M,Ciudad B,Producto D,16/02/23,4,1,14,0,10,Tarjeta,Semanal,Tablet
1101,Producto A,Juguetes,420.76,145,Carlos,29,H,Ciudad C,"Producto D,Producto D,Producto B",11/10/23,6,1,19,0,15,Efectivo,Semanal,Desktop
1906,Producto C,Hogar,342.43,166,Luis,44,M,Ciudad A,"Producto C,Producto A",3/08/23,9,2,19,0,10,Efectivo,Mensual,Tablet
1383,Producto B,Hogar,334.06,117,Ana,40,M,Ciudad C,"Producto C,Producto B",10/08/23,7,3,7,1,10,Transferencia,Trimestral,Tablet
1739,Producto C,Hogar,423.44,155,Luis,37,H,Ciudad B,"Producto B,Producto A",4/05/23,9,2,1,0,20,Efectivo,Semanal,Tablet
1649,Producto C,Electronica,467.57,195,Sofia,57,M,Ciudad A,"Producto D,Producto B,Producto C",26/05/23,6,4,10,0,5,Tarjeta,Trimestral,Móvil
1843,Producto D,Juguetes,419.94,182,Maria,18,M,Ciudad C,"Producto C,Producto D,Producto D,Producto D",9/11/23,2,4,8,0,20,Tarjeta,Semanal,Móvil
1862,Producto C,Electronica,207.36,128,Juan,41,H,Ciudad C,"Producto B,Producto C,Producto A,Producto D",28/02/23,4,3,13,0,15,Efectivo,Semanal,Desktop
1380,Producto A,Hogar,338.34,148,Carlos,55,H,Ciudad A,"Producto B,Producto B,Producto A",30/06/23,1,2,7,0,0,Tarjeta,Semanal,Desktop
1531,Producto A,Electronica,372.15,168,Ana,46,M,Ciudad C,Producto A,3/09/23,3,5,2,1,0,Transferencia,Mensual,Móvil
1764,Producto D,Juguetes,455.7,162,Luis,39,M,Ciudad C,"Producto C,Producto A",13/08/23,6,3,19,0,20,Efectivo,Trimestral,Móvil
1972,Producto B,Ropa,282.88,145,Ana,54,M,Ciudad C,Producto A,3/01/23,9,2,11,0,20,PayPal,Trimestral,Desktop
1824,Producto D,Electronica,212.03,160,Juan,57,M,Ciudad A,Producto C,29/12/23,6,2,18,1,0,PayPal,Mensual,Tablet
1351,Producto A,Electronica,82.76,177,Juan,58,H,Ciudad B,"Producto C,Producto A,Producto A,Producto B",17/10/23,3,3,19,0,20,Transferencia,Semanal,Móvil
1580,Producto A,Ropa,268.04,178,Ana,45,M,Ciudad A,"Producto B,Producto B,Producto B,Producto B",5/11/23,5,4,15,0,20,Transferencia,Trimestral,Móvil
1765,Producto C,Hogar,209.08,147,Luis,56,M,Ciudad C,"Producto D,Producto C,Producto D",3/07/23,1,2,6,0,5,Tarjeta,Semanal,Desktop
1621,Producto B,Electronica,361.87,156,Ana,42,H,Ciudad B,"Producto B,Producto B",13/04/23,3,4,8,0,5,Efectivo,Trimestral,Desktop
1536,Producto A,Ropa,472.13,182,Carlos,39,H,Ciudad B,"Producto D,Producto D,Producto C",2/01/23,2,2,8,0,15,PayPal,Semanal,Desktop
1078,Producto C,Juguetes,395.69,194,Ana,40,H,Ciudad B,"Producto C,Producto A,Producto C,Producto D",19/02/23,4,4,11,0,10,Transferencia,Trimestral,Desktop
1461,Producto C,Ropa,232.88,191,Carlos,56,M,Ciudad B,"Producto A,Producto C,Producto B,Producto A",3/11/23,4,2,14,0,20,PayPal,Mensual,Desktop
1719,Producto B,Ropa,316.2,100,Luis,23,H,Ciudad C,"Producto D,Producto C,Producto B",13/06/23,9,4,19,0,15,Tarjeta,Mensual,Móvil
1308,Producto D,Ropa,174.4,173,Maria,36,M,Ciudad C,Producto D,11/02/23,1,4,10,0,0,PayPal,Mensual,Desktop
1469,Producto B,Electronica,45.63,196,Sofia,25,M,Ciudad B,"Producto C,Producto A,Producto A,Producto D",30/04/23,8,5,15,0,10,PayPal,Mensual,Desktop
1092,Producto A,Electronica,225.29,199,Sofia,19,H,Ciudad B,Producto B,17/07/23,9,4,3,1,15,Transferencia,Mensual,Desktop
1051,Producto C,Juguetes,12.14,174,Carlos,38,M,Ciudad A,"Producto C,Producto D,Producto C",31/10/23,2,3,2,0,5,Efectivo,Trimestral,Desktop
1411,Producto B,Electronica,347.85,136,Ana,62,M,Ciudad C,"Producto A,Producto D",5/07/23,5,4,3,1,20,Efectivo,Mensual,Móvil
1483,Producto C,Hogar,167.12,150,Maria,48,H,Ciudad C,"Producto C,Producto C",29/10/23,3,2,5,1,20,Efectivo,Trimestral,Móvil
1155,Producto A,Juguetes,452.59,184,Sofia,66,M,Ciudad B,"Producto B,Producto C,Producto A",19/07/23,4,4,17,0,0,Tarjeta,Trimestral,Tablet
1665,Producto D,Ropa,461.69,164,Luis,34,M,Ciudad C,"Producto D,Producto D,Producto C,Producto D",20/05/23,7,4,3,1,10,Tarjeta,Mensual,Desktop
1011,Producto B,Hogar,60.63,153,Luis,43,M,Ciudad C,Producto B,2/05/23,2,5,16,1,0,PayPal,Trimestral,Desktop
1769,Producto D,Electronica,83.1,166,Juan,58,H,Ciudad C,"Producto C,Producto D",17/09/23,6,4,7,1,15,Efectivo,Trimestral,Desktop
1933,Producto D,Ropa,123.43,160,Sofia,56,H,Ciudad A,Producto C,22/07/23,3,5,8,0,0,Efectivo,Mensual,Tablet
1316,Producto A,Electronica,122.51,182,Juan,63,H,Ciudad A,Producto D,20/04/23,1,2,7,1,15,Efectivo,Semanal,Desktop
1144,Producto A,Juguetes,44.29,151,Maria,39,M,Ciudad B,"Producto C,Producto A",26/12/23,4,2,2,0,5,Transferencia,Trimestral,Desktop
1301,Producto B,Hogar,341.3,102,Ana,30,M,Ciudad C,"Producto B,Producto A,Producto A,Producto D",25/05/23,2,3,19,1,20,PayPal,Mensual,Tablet
1319,Producto A,Juguetes,232.58,198,Luis,43,M,Ciudad B,"Producto B,Producto D,Producto D,Producto A",11/02/23,6,3,19,1,15,PayPal,Trimestral,Móvil
1523,Producto B,Juguetes,200.0,179,Ana,56,M,Ciudad A,"Producto B,Producto A,Producto D,Producto D",28/04/23,9,5,15,0,15,PayPal,Semanal,Tablet
1391,Producto B,Juguetes,77.81,141,Sofia,55,M,Ciudad C,"Producto B,Producto A,Producto A,Producto C",25/02/23,5,1,11,0,0,Efectivo,Semanal,Móvil
1723,Producto B,Hogar,350.38,102,Luis,69,M,Ciudad C,Producto C,28/02/23,3,3,19,1,10,Efectivo,Trimestral,Desktop
1226,Producto D,Hogar,140.27,172,Juan,33,H,Ciudad A,Producto C,30/06/23,9,3,14,0,5,Transferencia,Trimestral,Tablet
1668,Producto D,Electronica,32.76,102,Juan,42,M,Ciudad B,"Producto C,Producto C",26/08/23,6,2,6,0,20,Transferencia,Trimestral,Móvil
1320,Producto D,Electronica,202.68,123,Sofia,25,H,Ciudad C,"Producto C,Producto D",25/03/23,6,5,15,0,20,PayPal,Trimestral,Desktop
1464,Producto A,Hogar,104.47,162,Carlos,65,H,Ciudad B,"Producto D,Producto A,Producto C,Producto B",21/12/23,3,1,11,0,10,Tarjeta,Trimestral,Desktop
1787,Producto A,Electronica,211.03,180,Carlos,69,M,Ciudad B,"Producto A,Producto C,Producto B",8/05/23,2,3,2,0,20,Transferencia,Mensual,Desktop
1355,Producto D,Electronica,412.28,165,Sofia,26,H,Ciudad C,Producto D,20/11/23,3,5,18,0,10,Efectivo,Mensual,Tablet
1038,Producto A,Juguetes,275.23,127,Ana,48,H,Ciudad C,"Producto A,Producto A",19/05/23,3,3,6,0,20,Tarjeta,Semanal,Desktop
1982,Producto A,Ropa,74.71,101,Juan,43,M,Ciudad B,Producto D,29/01/23,4,4,3,0,0,Tarjeta,Mensual,Desktop
1907,Producto C,Electronica,30.8,171,Ana,24,H,Ciudad C,Producto A,9/02/23,4,1,1,0,5,Transferencia,Semanal,Móvil
1302,Producto D,Hogar,430.38,152,Maria,53,M,Ciudad A,Producto A,16/06/23,8,5,17,0,20,Efectivo,Semanal,Desktop
1997,Producto C,Hogar,369.91,156,Maria,54,H,Ciudad C,Producto D,29/07/23,8,4,13,0,5,Tarjeta,Mensual,Tablet
1722,Producto D,Electronica,14.64,157,Carlos,59,H,Ciudad B,"Producto B,Producto A,Producto D,Producto B",9/06/23,1,5,13,0,15,PayPal,Trimestral,Tablet
1199,Producto A,Hogar,165.87,192,Maria,63,H,Ciudad B,"Producto B,Producto A",7/12/23,8,5,10,1,0,Efectivo,Trimestral,Tablet
1982,Producto B,Hogar,478.29,152,Maria,69,M,Ciudad A,"Producto D,Producto C",15/05/23,6,3,10,0,5,Transferencia,Trimestral,Móvil
1783,Producto A,Ropa,203.93,162,Carlos,44,H,Ciudad C,"Producto C,Producto D,Producto D",8/06/23,3,5,15,1,10,Transferencia,Mensual,Desktop
1690,Producto C,Ropa,201.19,121,Juan,19,M,Ciudad B,Producto C,31/01/23,3,4,1,0,20,Efectivo,Trimestral,Móvil
1903,Producto B,Ropa,66.66,102,Maria,52,M,Ciudad C,"Producto B,Producto A,Producto D,Producto C",6/12/23,9,5,5,0,15,Tarjeta,Trimestral,Tablet
1886,Producto B,Ropa,125.55,165,Juan,50,M,Ciudad A,"Producto B,Producto A,Producto B",22/10/23,4,1,4,0,0,PayPal,Semanal,Desktop
1378,Producto B,Hogar,333.61,151,Maria,66,H,Ciudad A,Producto D,20/02/23,6,5,17,0,15,Efectivo,Semanal,Desktop
1518,Producto D,Hogar,214.68,164,Ana,37,H,Ciudad C,"Producto D,Producto A,Producto C,Producto A",28/03/23,7,4,11,0,0,Transferencia,Trimestral,Desktop
1314,Producto C,Electronica,437.81,180,Sofia,31,M,Ciudad B,"Producto C,Producto B,Producto A",30/09/23,6,5,15,0,20,Efectivo,Mensual,Desktop
1824,Producto B,Juguetes,289.36,130,Sofia,53,H,Ciudad C,Producto B,4/04/23,4,5,10,1,10,Tarjeta,Trimestral,Móvil
1283,Producto D,Juguetes,427.58,100,Sofia,63,M,Ciudad B,"Producto D,Producto A,Producto D,Producto C",13/06/23,4,5,13,0,5,Efectivo,Trimestral,Tablet
1244,Producto B,Ropa,202.3,181,Ana,33,H,Ciudad B,"Producto D,Producto D",16/10/23,2,5,19,0,5,Transferencia,Mensual,Tablet
1359,Producto C,Juguetes,131.7,147,Sofia,57,M,Ciudad B,"Producto B,Producto C",31/10/23,3,4,6,0,10,Transferencia,Mensual,Tablet
1551,Producto D,Juguetes,387.48,147,Maria,49,M,Ciudad A,"Producto D,Producto C,Producto C,Producto D",2/02/23,4,4,12,0,15,PayPal,Trimestral,Móvil
1432,Producto C,Juguetes,248.83,143,Carlos,52,H,Ciudad A,"Producto A,Producto A,Producto D",1/09/23,5,5,18,0,15,Transferencia,Mensual,Tablet
1685,Producto D,Ropa,20.26,122,Juan,20,H,Ciudad C,"Producto A,Producto A,Producto B,Producto D",6/06/23,7,4,9,0,0,Efectivo,Trimestral,Desktop
1242,Producto B,Juguetes,390.97,182,Sofia,44,H,Ciudad C,"Producto D,Producto C,Producto C",23/09/23,5,5,4,0,0,PayPal,Trimestral,Desktop
1508,Producto C,Ropa,97.24,157,Ana,22,H,Ciudad A,"Producto D,Producto B",29/04/23,8,4,16,0,5,Efectivo,Mensual,Móvil
1641,Producto A,Electronica,116.65,143,Carlos,22,M,Ciudad B,Producto C,26/07/23,9,5,4,1,0,PayPal,Semanal,Desktop
1217,Producto A,Ropa,57.85,155,Juan,64,M,Ciudad A,Producto C,16/08/23,5,2,10,0,0,Transferencia,Mensual,Móvil
1717,Producto C,Juguetes,84.21,148,Ana,29,H,Ciudad A,"Producto C,Producto B",6/06/23,5,1,15,1,5,Transferencia,Mensual,Tablet
1824,Producto B,Electronica,422.06,133,Sofia,48,H,Ciudad A,"Producto D,Producto C,Producto A",13/07/23,4,3,3,1,20,Transferencia,Mensual,Móvil
1043,Producto C,Electronica,369.28,177,Sofia,61,M,Ciudad B,Producto D,28/06/23,3,3,9,0,15,Efectivo,Mensual,Móvil
1712,Producto C,Electronica,296.74,178,Juan,40,H,Ciudad B,"Producto C,Producto C,Producto A,Producto B",23/03/23,6,4,2,0,20,Transferencia,Trimestral,Tablet
1549,Producto D,Electronica,174.51,130,Maria,49,M,Ciudad A,"Producto C,Producto B",7/04/23,5,3,14,0,5,Efectivo,Semanal,Móvil
1773,Producto D,Juguetes,366.02,181,Carlos,57,H,Ciudad C,Producto A,10/11/23,8,4,16,0,20,Transferencia,Semanal,Tablet
1445,Producto C,Electronica,326.17,174,Sofia,52,M,Ciudad B,"Producto A,Producto B",10/02/23,1,5,17,0,20,PayPal,Trimestral,Móvil
1547,Producto D,Electronica,81.08,106,Luis,55,H,Ciudad B,"Producto C,Producto A",19/03/23,1,1,19,0,10,Efectivo,Semanal,Tablet
1502,Producto C,Electronica,249.04,107,Maria,66,M,Ciudad C,"Producto B,Producto B",30/08/23,9,1,16,0,10,Efectivo,Semanal,Móvil
1758,Producto C,Hogar,236.37,110,Luis,50,M,Ciudad B,"Producto A,Producto B,Producto C,Producto B",3/08/23,9,4,17,0,0,Transferencia,Trimestral,Tablet
1642,Producto D,Hogar,316.65,159,Sofia,39,M,Ciudad B,"Producto D,Producto B,Producto D,Producto C",28/09/23,8,5,6,0,10,Transferencia,Mensual,Tablet
1991,Producto A,Electronica,275.87,119,Carlos,35,H,Ciudad A,"Producto A,Producto D,Producto A",18/07/23,7,4,12,0,0,PayPal,Trimestral,Desktop
1684,Producto C,Juguetes,202.82,142,Carlos,58,M,Ciudad B,"Producto D,Producto B",14/04/23,4,5,9,0,0,Efectivo,Semanal,Móvil
1726,Producto B,Ropa,291.05,197,Luis,28,M,Ciudad B,"Producto D,Producto C",15/05/23,4,2,7,0,5,Efectivo,Mensual,Móvil
1048,Producto C,Electronica,23.53,114,Sofia,49,M,Ciudad C,"Producto A,Producto D,Producto D",3/11/23,4,5,19,0,20,PayPal,Mensual,Tablet
1063,Producto D,Juguetes,129.42,189,Carlos,56,M,Ciudad B,Producto C,18/05/23,8,5,7,0,20,Tarjeta,Semanal,Móvil
1952,Producto A,Hogar,456.63,158,Maria,40,H,Ciudad A,"Producto C,Producto B,Producto A,Producto B",26/11/23,4,3,8,0,5,Transferencia,Semanal,Tablet
1625,Producto B,Hogar,146.7,116,Sofia,56,H,Ciudad B,Producto B,3/06/23,5,4,15,0,10,Efectivo,Mensual,Desktop
1864,Producto A,Ropa,421.87,198,Carlos,59,H,Ciudad C,"Producto C,Producto D,Producto A,Producto C",19/03/23,8,2,9,0,20,Efectivo,Semanal,Desktop
1435,Producto C,Juguetes,244.52,181,Luis,56,H,Ciudad B,"Producto B,Producto C,Producto B",30/09/23,7,5,15,0,0,Efectivo,Semanal,Desktop
1354,Producto A,Ropa,379.0,122,Juan,37,M,Ciudad B,"Producto A,Producto D,Producto C,Producto B",3/05/23,4,5,17,0,5,Efectivo,Semanal,Móvil
1904,Producto C,Electronica,129.72,191,Carlos,67,H,Ciudad A,"Producto A,Producto A,Producto B,Producto B",6/01/23,8,3,4,1,10,Efectivo,Mensual,Móvil
1313,Producto D,Electronica,175.67,188,Luis,31,M,Ciudad A,"Producto B,Producto D,Producto D",29/10/23,2,3,17,0,20,PayPal,Semanal,Tablet
1868,Producto A,Ropa,154.07,159,Carlos,18,M,Ciudad C,Producto C,26/04/23,4,5,10,0,20,PayPal,Semanal,Móvil
1020,Producto C,Ropa,151.1,140,Juan,62,H,Ciudad A,"Producto D,Producto A,Producto C",9/08/23,8,3,2,0,20,Tarjeta,Trimestral,Desktop
1966,Producto B,Juguetes,256.07,103,Sofia,18,H,Ciudad A,Producto A,22/12/23,9,3,1,1,0,Transferencia,Trimestral,Tablet
1923,Producto C,Juguetes,249.67,172,Luis,35,M,Ciudad A,"Producto A,Producto C,Producto C,Producto D",13/03/23,1,4,13,1,10,Transferencia,Semanal,Tablet
1273,Producto B,Juguetes,328.83,139,Maria,64,M,Ciudad B,"Producto A,Producto D,Producto C,Producto A",8/03/23,9,3,17,0,20,PayPal,Semanal,Desktop
1404,Producto B,Hogar,249.96,118,Carlos,26,M,Ciudad B,"Producto C,Producto D",13/05/23,7,4,13,0,0,Tarjeta,Trimestral,Móvil
1593,Producto A,Electronica,342.39,154,Maria,19,M,Ciudad B,"Producto A,Producto C",13/12/23,1,1,4,0,10,PayPal,Semanal,Móvil
1266,Producto B,Juguetes,136.29,143,Sofia,51,M,Ciudad C,"Producto B,Producto A,Producto C,Producto B",5/10/23,8,2,19,0,5,PayPal,Mensual,Móvil
1324,Producto C,Ropa,456.4,189,Luis,56,M,Ciudad C,"Producto C,Producto A,Producto A,Producto A",13/10/23,7,5,16,0,15,Tarjeta,Semanal,Tablet
1319,Producto B,Juguetes,231.83,168,Maria,30,M,Ciudad B,"Producto A,Producto A,Producto B,Producto D",23/05/23,2,1,6,0,5,Transferencia,Mensual,Móvil
1827,Producto B,Electronica,156.47,183,Ana,67,H,Ciudad A,"Producto D,Producto B",29/03/23,6,3,9,0,5,Efectivo,Semanal,Tablet
1071,Producto C,Ropa,374.13,176,Sofia,39,H,Ciudad A,"Producto D,Producto A",17/10/23,4,4,3,0,20,PayPal,Trimestral,Móvil
1178,Producto D,Hogar,161.38,122,Sofia,42,M,Ciudad C,"Producto A,Producto C,Producto C,Producto D",17/11/23,6,1,8,1,5,PayPal,Trimestral,Desktop
1039,Producto D,Juguetes,196.9,124,Carlos,37,H,Ciudad B,"Producto D,Producto C",22/06/23,2,1,2,1,20,PayPal,Mensual,Tablet
1247,Producto D,Ropa,407.37,169,Carlos,69,H,Ciudad B,"Producto D,Producto B,Producto A,Producto B",23/11/23,4,5,4,1,15,PayPal,Semanal,Tablet
1938,Producto C,Electronica,74.03,173,Luis,38,H,Ciudad C,"Producto C,Producto B",3/01/23,5,4,8,1,5,PayPal,Semanal,Desktop
